app_completion_time,app_dag,app_id,app_name,app_start_time,bw,ds,framework,job_completion_time,job_id,job_stage_ids,job_submission_time,name,numTasks,outputBytes,random,stage_completion_time,stage_id,stage_input_bytes,stage_queue_time,stage_rdds,stage_run_time,stage_shuffle_read_bytes,stage_shuffle_write_bytes,stage_start_time,stage_submission_time,stride,app_runtime,feature,tables,prefetched_blocks,prefetched_bytes,bw_i,sequentials
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331906.0,1,"[9, 6, 10, 7, 11, 8]",1599331896.0,tpch11,200,0,phbqgajg,1599331906.0,11,0,0.0,"[73, 72, 68, 70, 67, 71, 69]",3.0,12141243,0,1599331903.0,1599331903.0,60,36598,HASHAGGREGATE,,0,0,5.0,60706.22
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331906.0,1,"[9, 6, 10, 7, 11, 8]",1599331896.0,tpch11,40,0,phbqgajg,1599331899.0,8,2406915386,0.0,"[61, 59, 24, 60, 27, 25, 26]",3.0,0,320357142,1599331896.0,1599331896.0,60,36598,SCAN,partsupp,344,1442840576,5.0,60172884.65
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331895.0,0,"[0, 1, 5, 2, 3, 4]",1599331882.0,tpch11,1,0,phbqgajg,1599331886.0,0,2199,0.0,"[34, 9, 33, 11, 8, 32, 10]",4.0,0,59,1599331882.0,1599331882.0,60,36598,SCAN:FILTER,nation,0,0,5.0,2199.0
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331895.0,0,"[0, 1, 5, 2, 3, 4]",1599331882.0,tpch11,40,0,phbqgajg,1599331887.0,1,28271512,0.0,"[39, 37, 38, 28, 30, 31, 29]",5.0,0,1110531,1599331882.0,1599331882.0,60,36598,SCAN,supplier,0,0,5.0,706787.8
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331895.0,0,"[0, 1, 5, 2, 3, 4]",1599331882.0,tpch11,1,0,phbqgajg,1599331895.0,5,0,0.0,"[57, 55, 56]",0.0,11799,0,1599331895.0,1599331895.0,60,36598,HASHAGGREGATE,,0,0,5.0,11799.0
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331895.0,0,"[0, 1, 5, 2, 3, 4]",1599331882.0,tpch11,200,0,phbqgajg,1599331889.0,2,0,0.0,"[44, 36, 43, 41, 40, 42, 35]",2.0,62469,67671,1599331887.0,1599331887.0,60,36598,SORT:SORTMERGEJOIN,,0,0,5.0,312.35
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331895.0,0,"[0, 1, 5, 2, 3, 4]",1599331882.0,tpch11,40,0,phbqgajg,1599331889.0,3,2406915386,0.0,"[49, 24, 47, 27, 25, 26, 48]",7.0,0,252779919,1599331882.0,1599331882.0,60,36598,SCAN,partsupp,344,1442840576,5.0,60172884.65
1599317508530,"j:0,e:->0
j:0,e:->1
j:0,e:4->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->3
j:0,e:2->4
j:0,e:3->4
j:1,e:6->9
j:1,e:7->9
j:1,e:->6
j:1,e:9->10
j:1,e:8->10
j:1,e:->7
j:1,e:10->11
j:1,e:->8
j:2,e:12->15
j:2,e:13->15
j:2,e:->12
j:2,e:15->16
j:2,e:14->16
j:2,e:->13
j:2,e:16->17
j:2,e:17->18
j:2,e:->14
",app-20200905105112-0013,framework:spark-name:tpch11-bw:5Gbps-ds:20G-stride:60-random:phbqgajg,1599317471932,5Gbps,20G,spark,1599331895.0,0,"[0, 1, 5, 2, 3, 4]",1599331882.0,tpch11,200,0,phbqgajg,1599331895.0,4,0,0.0,"[54, 53, 52, 50, 45, 46, 51]",6.0,252847590,11799,1599331889.0,1599331889.0,60,36598,SORT:SORTMERGEJOIN:HASHAGGREGATE,,0,0,5.0,1264237.95
1599317731085,"j:0,e:->0
j:0,e:->1
j:0,e:0->2
j:0,e:1->2
j:0,e:2->3
j:1,e:->5
j:1,e:5->6
j:1,e:4->6
j:1,e:6->7
j:1,e:->4
j:1,e:7->8
",app-20200905105312-0014,framework:spark-name:tpch4-bw:1Gbps-ds:20G-stride:25-random:mjqwwtnr,1599317591825,1Gbps,20G,spark,1599332130.0,1,"[5, 6, 7, 4, 8]",1599332129.0,tpch4,200,0,mjqwwtnr,1599332130.0,7,0,0.0,"[50, 46, 45]",1.0,73785,374,1599332129.0,1599332129.0,25,139260,HASHAGGREGATE,,0,0,1.0,368.92
1599317731085,"j:0,e:->0
j:0,e:->1
j:0,e:0->2
j:0,e:1->2
j:0,e:2->3
j:1,e:->5
j:1,e:5->6
j:1,e:4->6
j:1,e:6->7
j:1,e:->4
j:1,e:7->8
",app-20200905105312-0014,framework:spark-name:tpch4-bw:1Gbps-ds:20G-stride:25-random:mjqwwtnr,1599317591825,1Gbps,20G,spark,1599332130.0,1,"[5, 6, 7, 4, 8]",1599332129.0,tpch4,5,277,mjqwwtnr,1599332130.0,8,0,0.0,"[52, 51]",0.0,374,0,1599332130.0,1599332130.0,25,139260,SORT,,0,0,1.0,74.8
1599317731085,"j:0,e:->0
j:0,e:->1
j:0,e:0->2
j:0,e:1->2
j:0,e:2->3
j:1,e:->5
j:1,e:5->6
j:1,e:4->6
j:1,e:6->7
j:1,e:->4
j:1,e:7->8
",app-20200905105312-0014,framework:spark-name:tpch4-bw:1Gbps-ds:20G-stride:25-random:mjqwwtnr,1599317591825,1Gbps,20G,spark,1599332129.0,0,"[0, 1, 2, 3]",1599332001.0,tpch4,40,0,mjqwwtnr,1599332052.0,0,3487488366,0.0,"[39, 16, 37, 38, 18, 17, 19]",50.0,0,12548348,1599332002.0,1599332002.0,25,139260,SCAN:FILTER:HASHAGGREGATE,orders,207,868220928,1.0,87187209.15
1599317731085,"j:0,e:->0
j:0,e:->1
j:0,e:0->2
j:0,e:1->2
j:0,e:2->3
j:1,e:->5
j:1,e:5->6
j:1,e:4->6
j:1,e:6->7
j:1,e:->4
j:1,e:7->8
",app-20200905105312-0014,framework:spark-name:tpch4-bw:1Gbps-ds:20G-stride:25-random:mjqwwtnr,1599317591825,1Gbps,20G,spark,1599332129.0,0,"[0, 1, 2, 3]",1599332001.0,tpch4,40,0,mjqwwtnr,1599332125.0,1,15565406377,0.0,"[34, 33, 6, 32, 4, 5, 7]",123.0,0,139252563,1599332002.0,1599332002.0,25,139260,SCAN:FILTER,lineitem,927,3888119808,1.0,389135159.42
1599317731085,"j:0,e:->0
j:0,e:->1
j:0,e:0->2
j:0,e:1->2
j:0,e:2->3
j:1,e:->5
j:1,e:5->6
j:1,e:4->6
j:1,e:6->7
j:1,e:->4
j:1,e:7->8
",app-20200905105312-0014,framework:spark-name:tpch4-bw:1Gbps-ds:20G-stride:25-random:mjqwwtnr,1599317591825,1Gbps,20G,spark,1599332129.0,0,"[0, 1, 2, 3]",1599332001.0,tpch4,200,0,mjqwwtnr,1599332128.0,2,0,0.0,"[44, 42, 43, 41, 36, 40, 35]",3.0,151800911,73785,1599332125.0,1599332125.0,25,139260,SORT:SORTMERGEJOIN:HASHAGGREGATE,,0,0,1.0,759004.56
1599317731085,"j:0,e:->0
j:0,e:->1
j:0,e:0->2
j:0,e:1->2
j:0,e:2->3
j:1,e:->5
j:1,e:5->6
j:1,e:4->6
j:1,e:6->7
j:1,e:->4
j:1,e:7->8
",app-20200905105312-0014,framework:spark-name:tpch4-bw:1Gbps-ds:20G-stride:25-random:mjqwwtnr,1599317591825,1Gbps,20G,spark,1599332129.0,0,"[0, 1, 2, 3]",1599332001.0,tpch4,200,0,mjqwwtnr,1599332129.0,3,0,0.0,"[49, 47, 48, 46, 45]",1.0,73785,0,1599332128.0,1599332128.0,25,139260,HASHAGGREGATE,,0,0,1.0,368.92
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335428.0,1,"[15, 12, 9, 16, 13, 17, 18, 10, 14, 11]",1599335424.0,tpch20,200,0,itpfzkim,1599335426.0,17,0,0.0,"[77, 73, 70, 72, 55, 56, 71]",2.0,3420623,442456,1599335424.0,1599335424.0,70,43463,HASHAGGREGATE,,0,0,10.0,17103.12
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335428.0,1,"[15, 12, 9, 16, 13, 17, 18, 10, 14, 11]",1599335424.0,tpch20,200,178663,itpfzkim,1599335428.0,18,0,0.0,"[79, 78]",2.0,442456,0,1599335426.0,1599335426.0,70,43463,SORT,,0,0,10.0,2212.28
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335423.0,0,"[0, 1, 5, 2, 6, 3, 7, 4, 8]",1599335396.0,tpch20,40,0,itpfzkim,1599335406.0,0,2406915386,0.0,"[39, 38, 24, 25, 37, 27, 26]",10.0,0,220213052,1599335396.0,1599335396.0,70,43463,SCAN:FILTER:HASHAGGREGATE,partsupp,401,1681915904,10.0,60172884.65
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335423.0,0,"[0, 1, 5, 2, 6, 3, 7, 4, 8]",1599335396.0,tpch20,40,0,itpfzkim,1599335405.0,1,485241375,0.0,"[34, 22, 23, 20, 32, 33, 21]",9.0,0,714876,1599335396.0,1599335396.0,70,43463,SCAN,part,80,335544320,10.0,12131034.38
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335423.0,0,"[0, 1, 5, 2, 6, 3, 7, 4, 8]",1599335396.0,tpch20,1,0,itpfzkim,1599335401.0,5,2199,0.0,"[64, 62, 63, 8, 10, 9, 11]",5.0,0,59,1599335396.0,1599335396.0,70,43463,SCAN,nation,0,0,10.0,2199.0
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335423.0,0,"[0, 1, 5, 2, 6, 3, 7, 4, 8]",1599335396.0,tpch20,200,0,itpfzkim,1599335409.0,2,0,0.0,"[44, 35, 40, 36, 42, 41, 43]",3.0,220927928,6147004,1599335406.0,1599335406.0,70,43463,SORT:SORTMERGEJOIN:HASHAGGREGATE,,0,0,10.0,1104639.64
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335423.0,0,"[0, 1, 5, 2, 6, 3, 7, 4, 8]",1599335396.0,tpch20,40,0,itpfzkim,1599335403.0,6,28271512,0.0,"[59, 28, 29, 30, 31, 58, 57]",7.0,0,9258274,1599335396.0,1599335396.0,70,43463,SCAN:FILTER,supplier,0,0,10.0,706787.8
1599321029083,"j:0,e:->0
j:0,e:->1
j:0,e:->5
j:0,e:0->2
j:0,e:1->2
j:0,e:->6
j:0,e:->3
j:0,e:5->7
j:0,e:6->7
j:0,e:2->4
j:0,e:3->4
j:0,e:7->8
j:0,e:4->8
j:1,e:13->15
j:1,e:14->15
j:1,e:->12
j:1,e:->9
j:1,e:12->16
j:1,e:11->16
j:1,e:->13
j:1,e:15->17
j:1,e:16->17
j:1,e:17->18
j:1,e:->10
j:1,e:->14
j:1,e:9->11
j:1,e:10->11
",app-20200905114946-0016,framework:spark-name:tpch20-bw:10Gbps-ds:20G-stride:70-random:itpfzkim,1599320985620,10Gbps,20G,spark,1599335423.0,0,"[0, 1, 5, 2, 6, 3, 7, 4, 8]",1599335396.0,tpch20,40,0,itpfzkim,1599335418.0,3,15565406377,0.0,"[49, 4, 7, 48, 47, 6, 5]",22.0,0,245400649,1599335396.0,1599335396.0,70,43463,SCAN:FILTER:HASHAGGREGATE,lineitem,2597,10892607488,10.0,389135159.42
